Topic_id,Q0,Docno,Rank,Similarity,Run_id
1,Q0,AP881206-0124,1,0.13363330243224925,1
1,Q0,AP881021-0218,2,0.1068806894248377,1
1,Q0,AP881128-0234,3,0.10318873780941562,1
1,Q0,AP881111-0186,4,0.09372896634345061,1
1,Q0,AP881002-0014,5,0.09305749431805374,1
1,Q0,AP880711-0082,6,0.09303317878418671,1
1,Q0,AP881027-0106,7,0.09180661466199838,1
1,Q0,AP880822-0215,8,0.08862775396234908,1
1,Q0,AP881004-0180,9,0.08831166871060254,1
1,Q0,AP880815-0061,10,0.08476238957392597,1
1,Q0,AP880307-0191,11,0.08171563949171733,1
1,Q0,AP880521-0003,12,0.07984771252005514,1
1,Q0,AP880218-0049,13,0.07931660504384747,1
1,Q0,AP880822-0114,14,0.0785746782510199,1
1,Q0,AP880829-0223,15,0.07705086709970076,1
1,Q0,AP881018-0003,16,0.07679576241557945,1
1,Q0,AP881225-0044,17,0.07648150176124079,1
1,Q0,AP881225-0001,18,0.07570574174480427,1
1,Q0,AP881029-0064,19,0.07242296209170973,1
1,Q0,AP880220-0132,20,0.0717516529863991,1
1,Q0,AP880325-0144,21,0.07127292917404794,1
1,Q0,AP880926-0018,22,0.07083511826996004,1
1,Q0,AP880318-0117,23,0.0707486581421854,1
1,Q0,AP880726-0173,24,0.0704296650495767,1
1,Q0,AP881006-0202,25,0.07030391701414446,1
1,Q0,AP881028-0079,26,0.07023593568175798,1
1,Q0,AP880706-0278,27,0.07004562439682431,1
1,Q0,AP880630-0038,28,0.0697352917537435,1
1,Q0,AP880920-0179,29,0.06959784603199715,1
1,Q0,AP880719-0196,30,0.0690036169711505,1
1,Q0,AP880814-0089,31,0.06881246790299927,1
1,Q0,AP880520-0083,32,0.06797149879009459,1
1,Q0,AP881007-0130,33,0.06750998596395047,1
1,Q0,AP881130-0089,34,0.06686269766809895,1
1,Q0,AP880406-0074,35,0.06685566013927886,1
1,Q0,AP881109-0244,36,0.06671198628612755,1
1,Q0,AP880316-0006,37,0.06650222457979538,1
1,Q0,AP881121-0191,38,0.0660408563688715,1
1,Q0,AP880623-0243,39,0.06601066379213691,1
1,Q0,AP880601-0014,40,0.06585317679678486,1
1,Q0,AP880525-0152,41,0.06537664678127325,1
1,Q0,AP880502-0187,42,0.06536301550845779,1
1,Q0,AP880802-0001,43,0.06498677267899537,1
1,Q0,AP881114-0091,44,0.06431600170922704,1
1,Q0,AP881227-0081,45,0.06428006275701774,1
1,Q0,AP881019-0127,46,0.06372674849416497,1
1,Q0,AP881005-0001,47,0.06338407649042266,1
1,Q0,AP881223-0053,48,0.06318688574931987,1
1,Q0,AP880620-0259,49,0.06278327588176566,1
1,Q0,AP881110-0069,50,0.06260898514248472,1
1,Q0,AP880628-0094,51,0.06176613116264287,1
1,Q0,AP881211-0022,52,0.06151574856918601,1
1,Q0,AP880517-0073,53,0.06129751440610659,1
1,Q0,AP880726-0019,54,0.06096149859284955,1
1,Q0,AP880608-0082,55,0.060848785262899864,1
1,Q0,AP881202-0169,56,0.06058085437683293,1
1,Q0,AP880421-0132,57,0.06056631814945467,1
1,Q0,AP881229-0136,58,0.060466966756574765,1
1,Q0,AP881108-0076,59,0.06011288488219558,1
1,Q0,AP880927-0075,60,0.060043959629935396,1
1,Q0,AP880603-0093,61,0.059998020579896144,1
1,Q0,AP881007-0122,62,0.059790737546034964,1
1,Q0,AP880418-0242,63,0.05977422073971718,1
1,Q0,AP881015-0064,64,0.05963885951853492,1
1,Q0,AP881121-0105,65,0.05936978512974752,1
1,Q0,AP880516-0220,66,0.059328590518913094,1
1,Q0,AP880803-0012,67,0.05822420853612077,1
1,Q0,AP881223-0089,68,0.05813089183758457,1
1,Q0,AP880720-0133,69,0.058124385651394064,1
1,Q0,AP880620-0217,70,0.057672463710357974,1
