Topic_id,Q0,Docno,Rank,Similarity,Run_id
1,Q0,AP881206-0124,1,0.3481006782350414,0
1,Q0,AP881002-0014,2,0.3252602157386449,0
1,Q0,AP881021-0218,3,0.32271329367473395,0
1,Q0,AP880420-0140,4,0.31468595788822185,0
1,Q0,AP880229-0107,5,0.302494198177342,0
1,Q0,AP881225-0044,6,0.23958872971648104,0
1,Q0,AP880516-0251,7,0.230099038601251,0
1,Q0,AP881108-0076,8,0.22451833025575763,0
1,Q0,AP880310-0051,9,0.20991110388192358,0
1,Q0,AP881223-0053,10,0.20645695762721455,0
1,Q0,AP880228-0064,11,0.1984844262429417,0
1,Q0,AP880519-0231,12,0.192924645404175,0
1,Q0,AP880815-0061,13,0.1864195047949321,0
1,Q0,AP880720-0133,14,0.17829462065295415,0
1,Q0,AP881114-0091,15,0.17556595371073566,0
1,Q0,AP881005-0001,16,0.17308682408369452,0
1,Q0,AP881006-0202,17,0.17289382911493015,0
1,Q0,AP880726-0173,18,0.1705233610783133,0
1,Q0,AP881029-0064,19,0.16934237395556143,0
1,Q0,AP881018-0003,20,0.16748336549184042,0
1,Q0,AP881202-0169,21,0.16481363446906203,0
1,Q0,AP880830-0013,22,0.163546479193645,0
1,Q0,AP880825-0054,23,0.16161415662753878,0
1,Q0,AP880502-0187,24,0.1582970166344676,0
1,Q0,AP880926-0180,25,0.15480054625912865,0
1,Q0,AP880816-0174,26,0.1491832210398094,0
1,Q0,AP880921-0032,27,0.1476714328215163,0
1,Q0,AP881109-0244,28,0.147550733803701,0
1,Q0,AP881004-0180,29,0.14503851795773928,0
1,Q0,AP880324-0249,30,0.14477699719975137,0
1,Q0,AP880220-0132,31,0.14477336932328816,0
1,Q0,AP881130-0089,32,0.1439999511598907,0
1,Q0,AP880801-0094,33,0.14255374095853385,0
1,Q0,AP881228-0194,34,0.14169711956300968,0
1,Q0,AP880830-0145,35,0.14099198032376162,0
1,Q0,AP880713-0089,36,0.1402932263509052,0
1,Q0,AP881225-0001,37,0.1390108548253507,0
1,Q0,AP880308-0125,38,0.13711031237985924,0
1,Q0,AP880814-0089,39,0.1360967300188606,0
1,Q0,AP881128-0234,40,0.1338373935872127,0
1,Q0,AP880620-0217,41,0.13269878139362534,0
1,Q0,AP880822-0215,42,0.1323254579085711,0
1,Q0,AP880521-0003,43,0.13088727058789426,0
1,Q0,AP880630-0038,44,0.1297199836000132,0
1,Q0,AP880503-0096,45,0.12910094982132853,0
1,Q0,AP880720-0212,46,0.1276279398100611,0
1,Q0,AP880620-0059,47,0.12747637416890156,0
1,Q0,AP880608-0082,48,0.12586879890660055,0
1,Q0,AP881108-0058,49,0.12302106821580305,0
1,Q0,AP880611-0042,50,0.12217077069501793,0
1,Q0,AP880607-0210,51,0.12040650497560777,0
1,Q0,AP880702-0081,52,0.11785082701137875,0
1,Q0,AP880325-0144,53,0.11747715689781416,0
1,Q0,AP880525-0010,54,0.11663730385734393,0
1,Q0,AP881129-0144,55,0.11635412205298667,0
1,Q0,AP881214-0042,56,0.11547654711811843,0
1,Q0,AP880612-0044,57,0.1152692524847531,0
1,Q0,AP881017-0231,58,0.1137162768348622,0
1,Q0,AP880407-0033,59,0.11311254999272338,0
1,Q0,AP880827-0092,60,0.11309713620418939,0
1,Q0,AP881214-0158,61,0.1110978262006693,0
1,Q0,AP881221-0094,62,0.11108100819932251,0
1,Q0,AP881111-0186,63,0.11101455579140054,0
1,Q0,AP880801-0007,64,0.10972694746918957,0
1,Q0,AP880809-0005,65,0.10962726383657612,0
1,Q0,AP880718-0160,66,0.1095552894020078,0
1,Q0,AP880711-0124,67,0.10946281249953688,0
1,Q0,AP880725-0156,68,0.1094532585899226,0
1,Q0,AP880816-0006,69,0.10941927134684735,0
1,Q0,AP880705-0177,70,0.10937707626537296,0
1,Q0,AP880627-0172,71,0.10934493137450915,0
1,Q0,AP881108-0181,72,0.1092419349702481,0
1,Q0,AP880418-0017,73,0.10921173390303417,0
1,Q0,AP880505-0259,74,0.1089546803194478,0
1,Q0,AP880815-0252,75,0.10887481524925993,0
1,Q0,AP880719-0196,76,0.10776531793217475,0
